"spkid","name","pha","epoch","a","e","i","w","om","ma","H","G","GM"
3691096,,N,2456926.5,1.875,0.5699,3.04,235.65,191.73,342.63,26.60,,
3691097,,N,2460600.5,1.539,0.3758,26.77,229.21,174.76,75.69,21.80,,
3691589,,N,2460600.5,1.516,0.2331,15.40,331.32,37.58,136.90,21.09,,
3691154,,N,2456930.5,1.877,0.5853,0.39,105.10,183.01,21.41,26.70,,
3691155,,N,2460600.5,0.9572,0.1204,10.89,128.53,3.19,149.08,26.30,,
3691157,,N,2456927.5,1.537,0.5352,17.24,89.18,5.25,329.34,22.90,,
3691158,,N,2456928.5,1.176,0.1059,28.33,122.85,186.34,45.39,23.50,,
3691159,,N,2456927.5,1.2,0.7137,33.65,127.93,8.78,317.40,22.50,,
3691160,,N,2460600.5,1.957,0.3509,7.55,178.97,219.83,229.13,21.00,,
3691354,,N,2460600.5,1.132,0.1192,6.07,96.80,199.03,181.84,25.50,,
3691377,,N,2460600.5,2.489,0.4956,19.02,230.94,201.42,187.23,20.25,,
3691711,,N,2456930.5,1.388,0.3091,24.65,251.82,190.59,318.70,23.20,,
3691712,,N,2460600.5,1.168,0.1087,2.29,19.27,7.57,331.70,25.08,,
3691849,,N,2460600.5,1.305,0.3024,1.16,58.40,6.12,234.16,27.30,,
3692283,,N,2460600.5,1.224,0.1215,26.23,1.80,359.68,155.11,21.78,,
3692282,,N,2460600.5,1.927,0.5257,1.65,221.60,210.01,251.55,24.39,,
3692285,,N,2460600.5,2.567,0.5787,15.96,241.33,189.32,142.87,20.10,,
3692284,,N,2460600.5,1.821,0.3851,6.35,121.19,186.16,63.26,21.90,,
3692286,,N,2460600.5,1.201,0.1555,5.79,190.91,188.01,220.13,28.20,,
3692287,,N,2460600.5,0.9291,0.2443,15.95,306.15,188.00,336.64,26.20,,
3692288,,N,2456932.5,1.061,0.6541,8.79,234.73,3.46,50.06,24.20,,
3692289,,N,2460600.5,1.133,0.3392,3.24,90.71,187.87,168.44,27.80,,
3692290,,N,2460600.5,1.252,0.2339,9.64,43.43,9.32,33.75,26.20,,
3692291,,N,2456932.5,1.851,0.7041,12.29,76.13,192.43,21.15,24.50,,
3692558,,N,2456932.5,1.392,0.2803,2.05,218.24,182.44,342.26,27.20,,
3692562,,N,2456932.5,1.022,0.1647,29.63,69.84,187.65,92.70,25.50,,
3692559,,N,2456933.5,2.781,0.6149,9.64,24.91,5.02,356.02,25.28,,
3692560,,N,2460600.5,1.063,0.2348,2.52,278.77,342.45,141.49,25.09,,
3692561,,N,2460600.5,1.09,0.3935,7.16,286.66,199.80,227.72,24.40,,
3692563,,N,2460600.5,1.029,0.0087,9.01,190.96,10.77,30.63,26.06,,
3692564,,N,2460600.5,1.852,0.3811,2.31,168.74,246.30,335.59,22.60,,
3692565,,N,2460600.5,1.921,0.5157,10.48,246.99,184.30,254.61,22.26,,
3692744,,N,2460600.5,1.733,0.4525,43.63,286.05,199.70,88.32,20.80,,
3692745,,N,2460600.5,2.52,0.5813,15.62,225.48,186.02,173.45,22.45,,
3692746,,N,2456933.5,2.301,0.5562,8.05,344.03,9.72,3.86,26.70,,
3692748,,N,2460600.5,2.476,0.5886,8.65,186.07,200.70,203.23,24.90,,
3692749,,N,2460600.5,1.168,0.3177,9.43,263.05,213.20,274.30,22.90,,
3692750,,N,2460600.5,1.663,0.7330,38.71,58.45,193.23,283.65,20.70,,
3692751,,Y,2460600.5,2.255,0.7029,16.29,106.29,0.51,326.07,21.55,,
3692863,,N,2460600.5,2.454,0.5743,6.81,342.53,10.54,223.43,22.70,,
3693014,,N,2460600.5,2.029,0.5860,13.10,125.83,180.44,185.04,22.30,,
3693057,,Y,2460600.5,2.544,0.6245,14.63,10.09,326.91,177.27,20.36,,
3693058,,N,2460600.5,1.75,0.3019,24.85,149.25,214.02,121.47,20.32,,
3693145,,N,2460600.5,1.602,0.4943,2.71,57.54,46.03,306.49,23.12,,
3693163,,Y,2460600.5,1.413,0.2616,18.66,180.57,196.54,347.25,21.80,,
3693197,,N,2456952.5,1.917,0.4722,2.18,156.55,201.72,10.26,25.00,,
54181745,,,2459400.5,2.579,0.6075,1.68,351.10,11.69,226.02,25.81,,
3693237,,N,2456949.5,1.936,0.6117,3.22,87.16,215.35,20.28,23.70,,
3693238,,N,2460600.5,2.289,0.5481,1.55,6.79,12.69,320.42,24.50,,
3693239,,N,2456945.5,1.57,0.4694,3.23,247.09,200.34,334.87,26.00,,
3693266,,Y,2460600.5,2.839,0.7064,6.13,256.47,228.95,12.57,20.69,,
3693265,,N,2460600.5,1.332,0.3557,4.38,287.93,20.39,218.07,25.30,,
3693267,,N,2460600.5,0.8028,0.2827,15.44,175.18,22.48,154.13,25.00,,
3693268,,N,2460600.5,1.644,0.3892,3.99,21.83,22.42,258.76,26.20,,
3693269,,N,2460600.5,1.822,0.4386,2.75,8.63,3.77,27.64,25.20,,
3693270,,N,2460600.5,1.771,0.4607,35.93,82.59,18.73,56.50,21.54,,
3693271,,N,2460600.5,1.683,0.2341,31.99,348.33,15.41,216.67,21.80,,
3693426,,N,2460600.5,2.173,0.7376,6.74,237.36,256.18,30.10,19.55,,
3693427,,N,2460600.5,1.87,0.4490,11.77,208.22,234.95,305.51,21.20,,
3693517,,N,2456949.5,1.363,0.2672,10.60,106.55,193.36,52.90,23.30,,
3693519,,N,2460600.5,2.612,0.6040,14.77,236.42,143.22,127.52,20.62,,
3693554,,N,2456948.5,1.962,0.6065,6.71,88.43,16.22,337.06,23.30,,
3693428,,N,2460600.5,0.9908,0.0155,8.27,196.26,23.45,194.20,26.60,,
3693516,,N,2460600.5,2.619,0.5889,27.04,237.48,228.36,113.47,19.18,,
3693549,,N,2460600.5,2.46,0.5772,16.71,182.64,198.47,212.47,23.30,,
3693520,,N,2460600.5,1.262,0.1399,36.02,282.65,216.47,296.45,20.50,,
3693553,,N,2460600.5,1.174,0.1728,3.56,245.71,218.77,248.49,25.30,,
3693607,,N,2456950.5,1.447,0.3544,6.91,240.83,205.61,332.40,23.90,,
3693719,,N,2456950.5,1.552,0.3528,8.41,198.77,205.35,352.84,25.10,,
3693720,,N,2456951.5,1.422,0.3251,6.44,127.07,208.26,26.51,26.10,,
3693721,,N,2460600.5,0.8589,0.2730,9.86,219.30,25.57,308.29,26.60,,
3693773,,N,2460600.5,1.104,0.0492,7.31,136.39,208.36,257.20,25.60,,
3693774,,N,2460600.5,2.422,0.5795,3.60,180.84,199.87,235.26,24.80,,
3693826,,N,2456952.5,2.613,0.6522,3.04,29.01,42.22,352.72,25.10,,
3693845,,N,2460600.5,1.572,0.3488,11.22,22.88,28.04,14.07,25.30,,
3694011,,N,2456956.5,2.409,0.6013,5.66,156.52,201.79,7.36,26.80,,
3693846,,N,2456955.5,1.477,0.2895,19.12,43.73,25.77,339.51,23.33,,
3693847,,N,2460600.5,2.213,0.4816,5.90,292.58,127.46,3.37,21.90,,
3694045,,N,2460600.5,2.53,0.5451,14.15,11.22,39.64,169.04,22.19,,
3694044,,N,2460600.5,2.164,0.5060,4.93,137.89,210.66,61.80,23.80,,
3694046,,N,2456953.5,1.526,0.3764,17.92,113.19,209.28,31.73,25.10,,
3694048,,N,2456957.5,1.468,0.4246,7.58,73.53,36.00,327.45,23.40,,
3694047,,N,2456954.5,1.743,0.6574,3.53,99.20,23.87,338.67,25.10,,
3694050,,N,2460600.5,0.8356,0.4335,13.46,15.98,217.25,155.25,22.81,,
3694051,,N,2456954.5,1.88,0.4356,7.27,17.71,8.93,0.91,24.80,,
3694125,,N,2456955.5,2.493,0.5928,16.78,183.20,207.54,0.19,24.90,,
3694124,,N,2456955.5,1.736,0.4826,4.78,82.17,7.01,340.54,25.20,,
3694128,,N,2456955.5,1.385,0.2572,13.59,128.64,220.88,25.14,24.70,,
3694126,,N,2460600.5,1.576,0.2831,7.46,55.13,359.08,2.73,23.18,,
3694127,,N,2460600.5,1.063,0.1254,8.16,101.43,206.53,106.33,24.90,,
3694130,,N,2460600.5,1.723,0.6486,32.94,89.89,206.08,173.27,22.46,,
3694131,,N,2460600.5,2.123,0.5899,0.93,227.88,214.51,68.45,27.40,,
3694132,,N,2456954.5,1.441,0.4533,29.80,285.48,25.22,32.60,25.23,,
3694133,,N,2460600.5,1.975,0.3767,9.59,304.60,62.51,227.40,20.50,,
3694451,,Y,2460600.5,1.437,0.3241,39.91,182.47,45.41,99.40,19.21,,
3694452,,N,2456955.5,1.631,0.4472,14.96,113.91,209.55,26.43,25.20,,
3694453,,N,2460600.5,1.048,0.1491,6.45,287.70,208.64,20.46,26.20,,
3694454,,N,2456958.5,1.811,0.4806,8.40,51.44,32.82,343.08,26.30,,
3694455,,N,2460600.5,1.103,0.2626,0.32,100.98,201.34,281.23,28.60,,
3694456,,N,2456955.5,2.393,0.4621,5.03,342.68,38.40,3.13,23.80,,
3694460,,N,2456958.5,1.56,0.3944,5.81,138.69,209.22,19.80,28.20,,
3694457,,N,2456955.5,1.675,0.3633,10.93,334.86,32.94,10.25,24.80,,
3694458,,N,2456957.5,1.937,0.5432,5.49,297.24,33.69,17.85,26.30,,
3694459,,N,2460600.5,2.068,0.4905,1.93,21.77,43.27,116.74,25.50,,
3694461,,N,2456955.5,2.182,0.5360,1.60,90.16,323.04,354.22,25.90,,
3694462,,N,2460600.5,1.366,0.3500,0.65,120.07,213.62,118.61,25.80,,
3694463,,N,2460600.5,2.823,0.5809,14.64,358.81,31.73,32.47,22.00,,
3694464,,N,2460600.5,1.634,0.3661,11.40,59.74,29.87,251.95,22.79,,
3694465,,N,2456956.5,2.193,0.5379,1.18,184.58,211.35,358.99,27.60,,
3694466,,N,2456957.5,1.865,0.4590,13.35,317.58,35.77,14.37,23.80,,
3694520,,N,2460600.5,2.811,0.6385,2.15,27.42,27.21,36.09,25.60,,
3694519,,N,2460600.5,1.384,0.2737,2.04,29.14,42.93,23.79,26.40,,
3694521,,N,2456958.5,1.273,0.3292,3.65,72.64,35.95,319.08,26.40,,
3694526,,N,2456957.5,2.354,0.5821,0.22,304.50,59.36,6.65,27.20,,
3694523,,N,2456956.5,1.835,0.5914,26.70,84.48,33.49,335.97,24.90,,
3694522,,N,2456957.5,2.01,0.5411,7.83,230.84,211.01,346.86,26.60,,
3694525,,N,2456956.5,1.418,0.2734,27.47,135.90,211.88,26.09,24.20,,
3694524,,N,2460600.5,1.275,0.1227,25.75,333.26,34.22,356.99,23.05,,
3694527,,N,2456959.5,2.516,0.5502,1.02,327.66,65.77,0.46,24.80,,
3694528,,N,2456955.5,1.826,0.4465,5.64,147.30,206.21,13.61,25.57,,
3694529,,N,2460600.5,0.8969,0.1603,3.42,38.79,203.73,46.95,24.50,,
3694530,,N,2460600.5,1.167,0.7697,8.70,316.31,221.63,278.20,22.40,,
3694531,,N,2460600.5,2.145,0.6623,15.62,173.96,339.57,29.11,18.82,,
3694767,,N,2456957.5,2.36,0.4526,23.81,94.82,230.28,32.16,20.23,,
3694776,,N,2460600.5,2.099,0.4764,1.30,265.94,173.76,84.34,23.70,,
3694777,,N,2460600.5,1.357,0.2476,9.80,24.64,31.27,97.68,24.30,,
3694778,,N,2460600.5,1.81,0.4204,12.73,292.21,41.16,57.72,22.40,,
3694781,,N,2460600.5,2.174,0.4508,20.46,247.51,214.82,18.56,20.50,,
3694779,,N,2460600.5,1.414,0.2828,6.29,330.22,29.63,355.29,26.60,,
3694780,,N,2456958.5,1.486,0.2199,14.74,195.87,215.44,349.06,24.20,,
3694783,,N,2456957.5,1.921,0.5470,3.57,118.52,218.80,15.67,26.50,,
3694782,,N,2456958.5,1.398,0.2213,21.92,189.28,213.03,355.70,24.70,,
3694784,,N,2456961.5,1.837,0.4829,4.14,70.01,23.90,341.67,24.20,,
3694785,,N,2460600.5,1.523,0.3087,4.31,142.86,223.43,125.48,24.00,,
3694787,,N,2460600.5,1.068,0.2354,12.30,94.28,37.70,300.51,24.60,,
3694786,,N,2460600.5,1.128,0.6354,3.34,356.74,169.91,63.19,22.72,,
3694985,,N,2456956.5,1.634,0.3683,28.04,100.25,201.36,46.42,21.30,,
3694986,,N,2460600.5,1.655,0.3986,18.44,19.41,34.37,238.66,26.20,,
3694988,,N,2456959.5,0.917,0.7803,42.30,211.59,36.95,55.60,23.56,,
3694989,,N,2460600.5,1.557,0.2990,5.72,343.56,32.07,57.89,24.80,,
3694990,,N,2460600.5,2.139,0.4548,6.70,265.68,79.65,82.60,20.80,,
3695293,,N,2460600.5,1.684,0.3926,20.72,253.97,42.25,248.66,20.45,,
3695292,,N,2460600.5,1.535,0.2803,6.75,302.92,49.25,111.84,24.30,,
3695294,,N,2460600.5,1.171,0.2092,5.18,296.85,35.90,354.42,27.10,,
3695295,,N,2456960.5,1.145,0.3074,13.90,275.96,31.93,53.84,26.50,,
3695296,,N,2460600.5,1.686,0.4229,12.54,124.24,219.09,220.54,23.60,,
3695412,,N,2460600.5,2.297,0.4473,11.73,317.67,23.35,330.42,22.20,,
3695410,,N,2460600.5,1.327,0.2822,3.60,143.93,206.92,211.93,27.90,,
3695413,,N,2460600.5,1.912,0.5106,4.92,32.70,46.43,263.37,26.70,,
3695414,,N,2460600.5,1.797,0.3632,21.34,266.85,208.41,8.55,21.70,,
3695415,,N,2460600.5,2.167,0.4706,12.87,32.38,32.05,32.52,22.30,,
3695411,,N,2460600.5,1.185,0.4305,8.48,265.98,28.89,314.03,24.80,,
3695417,,N,2460600.5,2.499,0.5719,3.48,131.94,252.33,189.82,23.40,,
3695416,,N,2460600.5,2.612,0.5210,9.94,150.49,175.20,155.30,20.30,,
3695418,,N,2456960.5,2.798,0.7203,16.43,15.30,87.95,351.94,21.50,,
3695419,,N,2456961.5,1.756,0.6505,2.07,74.14,232.59,21.15,24.40,,
3695420,,N,2460600.5,1.411,0.2895,11.64,200.34,212.60,330.40,23.20,,
3695647,,N,2460600.5,1.097,0.3451,24.83,160.24,44.07,82.63,21.55,,
3695652,,N,2460600.5,2.168,0.4016,5.80,258.89,44.86,97.84,19.30,,
3695648,,N,2460600.5,2.24,0.4551,9.68,3.65,57.69,343.08,22.88,,
3695653,,N,2460600.5,1.408,0.3625,11.66,304.60,34.94,14.49,23.60,,
3695649,,N,2456962.5,1.849,0.5776,1.03,218.57,252.79,340.02,25.90,,
3695650,,N,2456966.5,1.74,0.3551,1.78,117.91,270.21,5.87,24.10,,
3695654,,N,2456962.5,1.587,0.4573,7.77,79.18,29.79,333.24,24.54,,
3695651,,N,2456960.5,1.613,0.4717,14.17,284.67,30.22,32.52,23.40,,
3695735,,N,2460600.5,1.361,0.0696,15.62,84.02,233.85,172.00,21.91,,
3695734,,N,2460600.5,1.379,0.2283,5.46,24.56,38.35,39.43,25.50,,
3695736,,N,2456961.5,1.968,0.5393,11.13,309.74,33.33,15.20,25.80,,
3695745,,N,2460600.5,2.054,0.5074,7.33,55.15,256.94,170.04,21.15,,
3695816,,N,2460600.5,1.432,0.5443,37.48,225.67,59.45,344.13,19.60,,
3695746,,N,2460600.5,2.337,0.4806,12.79,136.88,175.86,319.50,19.38,,
3695824,,N,2460600.5,2.666,0.8418,11.67,136.07,205.33,114.50,19.11,,
3695838,,N,2460600.5,2.422,0.5453,48.06,13.20,114.54,206.06,18.60,,
3695933,,N,2456959.5,2.597,0.6588,22.10,162.15,151.68,12.41,20.61,,
3699902,,N,2460600.5,1.155,0.1316,0.60,351.57,92.17,324.55,26.90,,
3695738,,N,2460600.5,1.845,0.4465,2.32,109.63,250.55,8.47,24.42,,
3695825,,N,2460600.5,2.154,0.4142,36.97,158.52,250.68,56.05,17.70,,
3695837,,N,2460600.5,1.728,0.4230,15.32,214.17,233.74,120.55,22.89,,
3695839,,N,2460600.5,1.445,0.2551,18.48,169.49,232.65,260.46,20.40,,
3695919,,N,2460600.5,1.19,0.1970,8.60,44.69,80.36,179.14,22.72,,
3695920,,N,2460600.5,2.431,0.5383,12.69,18.22,61.76,216.48,21.60,,
3695930,,Y,2460600.5,1.243,0.3291,6.09,279.95,38.85,106.36,21.38,,
3695932,,N,2460600.5,2.161,0.4203,29.46,293.16,24.58,71.07,19.05,,
3696014,,N,2460600.5,1.343,0.5512,21.63,68.83,223.63,194.96,20.56,,
3696013,,N,2460600.5,1.772,0.4025,5.83,239.32,210.95,59.16,23.50,,
3696015,,N,2460600.5,1.354,0.2578,11.59,217.88,230.29,88.05,24.50,,
3696140,,N,2460600.5,2.232,0.8170,11.76,196.74,83.99,20.11,19.42,,
3696154,,N,2456981.5,1.812,0.4641,5.82,223.81,230.84,347.47,26.20,,
3696459,,N,2460600.5,1.466,0.3485,9.17,173.50,269.61,197.88,22.82,,
3696153,,N,2460600.5,2.044,0.5398,4.82,32.12,53.81,132.99,28.20,,
3696193,,N,2460600.5,1.568,0.3413,15.58,15.98,51.84,11.35,23.30,,
3696194,,N,2456978.5,2.161,0.7103,1.71,283.41,218.10,344.87,24.40,,
3696195,,N,2460600.5,2.349,0.5608,8.01,1.84,63.14,270.16,24.30,,
3696301,,N,2456979.5,1.094,0.0770,26.97,55.71,54.29,312.37,25.30,,
3696302,,N,2456979.5,1.872,0.4690,0.92,330.57,67.25,5.80,26.40,,
3696300,,N,2460600.5,1.107,0.0688,17.01,341.90,57.92,196.06,24.00,,
3696303,,N,2460600.5,1.471,0.2867,18.17,1.12,49.42,202.74,23.50,,
3696304,,N,2456981.5,1.242,0.5649,11.86,288.04,239.44,315.37,23.44,,
3696305,,N,2460600.5,0.9085,0.1808,6.71,150.67,59.46,15.26,24.70,,
3696400,,N,2460600.5,2.155,0.4638,22.66,353.34,64.81,46.81,22.20,,
3696401,,N,2460600.5,0.9689,0.1361,0.34,251.50,52.65,237.40,30.40,,
3696402,,N,2460600.5,1.564,0.5832,13.49,92.57,230.09,51.99,24.41,,
3696404,,N,2456980.5,1.334,0.2137,10.73,56.03,54.83,324.86,25.20,,
3696405,,N,2460600.5,2.71,0.6152,14.01,20.31,54.46,76.60,24.80,,
3696403,,N,2460600.5,2.342,0.6430,5.61,128.65,232.47,285.19,27.10,,
3696406,,N,2460600.5,2.261,0.6358,13.50,68.92,74.51,306.89,20.00,,
3696407,,N,2460600.5,1.562,0.3541,9.52,27.59,56.76,14.69,25.30,,
3696440,,N,2460600.5,1.824,0.4111,35.82,226.49,46.72,103.52,19.06,,
3696441,,Y,2460600.5,2.262,0.7508,2.31,308.76,218.75,308.83,21.80,,
3696443,,N,2456980.5,2.436,0.5876,39.67,223.62,231.56,351.13,22.90,,
3696442,,N,2460600.5,1.514,0.1751,11.67,19.26,45.61,105.91,22.78,,
3696445,,N,2460600.5,2.643,0.5330,4.88,5.37,57.80,109.35,22.81,,
3696455,,N,2460600.5,1.559,0.3605,23.91,180.91,233.75,31.97,22.40,,
3696447,,N,2460600.5,1.362,0.2417,10.35,354.43,56.77,85.82,25.60,,
3696448,,N,2460600.5,0.9876,0.2828,10.80,314.79,228.00,294.81,23.70,,
3696450,,N,2460600.5,1.337,0.3445,22.24,283.52,244.06,83.49,20.49,,
3696451,,N,2460600.5,2.507,0.5931,10.36,353.51,56.10,180.43,26.60,,
3696452,,N,2456980.5,2.115,0.5059,5.48,167.72,235.95,3.55,26.00,,
3696454,,N,2460600.5,1.561,0.3897,9.49,211.84,236.65,15.94,26.20,,
3696453,,N,2460600.5,1.888,0.4761,8.68,194.39,238.18,289.80,27.30,,
3696456,,N,2460600.5,1.384,0.2766,1.16,335.20,54.95,45.15,28.00,,
3696457,,N,2460600.5,1.967,0.4479,6.82,343.77,56.14,219.26,23.67,,
3696460,,N,2460600.5,1.643,0.3818,26.63,274.89,237.43,207.36,21.40,,
3696461,,N,2456979.5,1.374,0.3500,2.25,232.96,244.08,330.30,25.00,,
3697175,,N,2456979.5,1.831,0.3100,11.34,330.19,43.07,19.67,22.90,,
3697177,,N,2456979.5,2.137,0.5293,0.68,46.30,323.19,12.63,25.60,,
3697178,,N,2460600.5,3.217,0.6018,10.07,28.36,148.84,245.52,17.78,,
3697563,,N,2460600.5,1.471,0.2785,5.33,236.22,224.63,174.63,24.00,,
3697564,,N,2460600.5,1.122,0.1253,8.11,211.06,241.86,93.25,26.30,,
3697566,,N,2456983.5,2.471,0.5680,30.54,359.55,60.05,0.03,24.20,,
3697567,,N,2460600.5,1.418,0.3393,2.12,90.88,20.39,286.48,24.10,,
3697797,,N,2460600.5,2.331,0.4662,5.61,259.22,56.01,331.18,19.49,,
3697796,,N,2460600.5,1.919,0.3986,9.21,279.60,106.21,274.11,22.32,,
3697798,,Y,2460600.5,2.212,0.6399,20.91,245.22,244.78,347.81,20.50,,
3697799,,N,2460600.5,1.442,0.2642,4.22,186.46,255.00,243.81,23.60,,
3697800,,N,2460600.5,2.549,0.7358,4.75,146.10,12.19,130.71,21.61,,
3697801,,N,2456982.5,1.284,0.3147,5.30,294.58,58.69,35.65,27.40,,
3697802,,N,2456983.5,2.445,0.5724,0.78,125.59,278.98,3.49,24.77,,
3697803,,N,2460600.5,1.028,0.0714,1.27,226.59,265.64,116.27,29.10,,
3698468,,N,2460600.5,2.176,0.4505,9.80,12.51,94.64,13.74,21.80,,
3698469,,N,2460600.5,2.46,0.4742,11.62,6.45,93.40,194.30,22.00,,
3698470,,N,2460600.5,2.527,0.5313,14.47,11.55,66.77,164.96,23.56,,
3698471,,N,2460600.5,1.422,0.4225,5.34,294.65,53.41,333.09,26.81,,
3698473,,N,2460600.5,2.091,0.5118,8.00,148.12,234.15,108.86,24.00,,
3698474,,N,2460600.5,1.198,0.3898,2.03,261.92,253.47,146.92,26.20,,
3698475,,N,2460600.5,1.111,0.1107,8.50,326.64,63.06,194.34,25.59,,
3698476,,N,2456986.5,2.474,0.5888,1.25,89.63,1.18,353.75,24.80,,
3698578,,N,2460600.5,2.28,0.5233,2.01,39.76,25.36,314.22,24.00,,
3698573,,N,2456983.5,1.383,0.2811,7.53,145.34,233.41,22.33,25.90,,
3698574,,N,2460600.5,1.652,0.6007,11.79,120.76,60.48,203.07,20.45,,
3698575,,N,2460600.5,1.702,0.3663,8.25,346.02,73.26,165.52,22.52,,
3698577,,N,2460600.5,2.357,0.5699,8.78,4.13,60.25,264.43,25.05,,
3698576,,N,2456984.5,1.646,0.3702,5.50,10.10,60.76,354.56,25.20,,
3698840,,N,2460600.5,2.574,0.5797,13.47,339.51,53.81,149.83,22.20,,
3698841,,N,2460600.5,2.804,0.5775,11.53,153.46,257.41,41.52,21.90,,
3698850,,N,2460600.5,2.025,0.3875,41.30,294.89,68.44,176.96,19.06,,
3698842,,N,2460600.5,0.9295,0.5877,1.61,133.86,140.92,101.98,23.82,,
3698843,,N,2456983.5,1.51,0.2881,16.38,7.55,60.01,355.53,25.70,,
3698844,,N,2460600.5,2.643,0.5745,20.13,177.50,244.13,109.35,23.00,,
3698847,,Y,2460600.5,0.9657,0.0631,23.39,185.76,58.81,334.68,21.10,,
3698845,,N,2460600.5,1.402,0.3161,8.23,37.34,64.85,325.06,26.80,,
3698846,,N,2456986.5,1.236,0.1860,20.09,295.68,66.36,42.32,23.80,,
3698848,,N,2460600.5,1.03,0.2183,3.02,10.85,191.60,42.48,24.40,,
3698849,,N,2460600.5,1.036,0.0588,0.41,214.20,243.89,108.13,29.60,,
3699442,,N,2460600.5,1.17,0.4302,17.48,81.86,88.17,239.46,23.20,,
3699443,,N,2456987.5,1.669,0.4250,6.41,307.98,65.52,18.17,24.90,,
3699446,,N,2460600.5,2.232,0.5934,9.15,142.77,239.58,356.87,27.30,,
3699445,,N,2460600.5,1.81,0.4951,3.84,357.76,10.09,42.62,22.30,,
3699444,,N,2460600.5,2.414,0.5626,2.29,254.92,159.07,232.07,24.51,,
3699447,,N,2460600.5,1.741,0.3033,19.29,178.88,247.89,104.47,20.98,,
3699449,,N,2456986.5,1.721,0.4560,1.30,341.00,24.35,21.08,25.62,,
3699451,,N,2460600.5,2.301,0.4549,10.13,179.77,263.01,290.48,21.43,,
3699477,,N,2460600.5,2.215,0.4220,23.29,169.33,222.54,14.83,20.80,,
3699476,,N,2460600.5,1.674,0.3549,12.97,156.10,226.71,219.12,22.50,,
3699479,,N,2456987.5,1.424,0.2120,12.78,30.43,68.08,336.18,24.20,,
3699480,,N,2460600.5,2.219,0.5602,36.39,51.26,81.95,333.48,19.27,,
3699481,,N,2456989.5,1.361,0.4292,6.13,254.72,251.38,322.98,24.80,,
3699482,,N,2456990.5,2.605,0.5928,0.32,1.57,48.16,3.29,25.70,,
3699483,,N,2460600.5,2.48,0.6179,3.33,99.08,263.30,203.03,23.90,,
3699497,,N,2460600.5,2.649,0.5216,10.58,318.44,94.12,113.36,19.96,,
3699505,,N,2460600.5,2.231,0.6795,13.53,215.09,81.38,26.57,19.80,,
3699506,,Y,2460600.5,1.231,0.5003,7.24,67.44,130.90,1.69,21.18,,
3699509,,N,2460600.5,2.327,0.5342,5.17,22.06,73.62,275.15,23.30,,
3699510,,N,2460600.5,1.225,0.2785,22.77,297.65,62.61,142.83,25.40,,
3699511,,N,2456989.5,1.301,0.2995,28.98,241.94,246.81,323.38,24.80,,
3699512,,N,2460600.5,1.778,0.4203,5.39,9.30,84.89,50.52,25.60,,
3699513,,N,2456986.5,2.262,0.5583,3.53,202.12,252.82,351.98,25.00,,
3699882,,N,2460600.5,2.049,0.5624,5.71,222.62,245.97,121.97,26.10,,
3699883,,N,2460600.5,1.386,0.2323,26.05,320.68,212.51,315.23,20.24,,
3699885,,N,2460600.5,2.724,0.5724,3.12,57.02,2.08,72.48,23.27,,
3699886,,N,2460600.5,1.063,0.4106,13.36,301.42,235.22,305.94,22.40,,
3699887,,N,2460600.5,2.55,0.5085,7.82,151.84,262.92,155.21,20.78,,
3699888,,N,2460600.5,1.647,0.2183,18.84,354.91,85.14,241.44,20.80,,
3699890,,N,2460600.5,2.69,0.5475,9.97,201.40,238.97,87.86,18.91,,
3699891,,N,2460600.5,2.022,0.5249,5.24,37.84,63.42,147.76,25.70,,
3699892,,N,2460600.5,0.7889,0.4280,1.34,321.48,261.56,270.55,26.00,,
3699893,,N,2460600.5,1.034,0.0715,1.56,287.60,67.11,208.28,26.90,,
3699894,,N,2460600.5,1.687,0.4081,2.41,157.55,264.93,184.35,24.80,,
3699895,,N,2456992.5,1.839,0.5748,5.82,247.31,255.05,339.76,25.50,,
3699896,,N,2456991.5,1.925,0.4775,7.65,5.07,68.65,358.06,27.40,,
3699903,,Y,2460600.5,2.427,0.6624,7.25,311.87,49.63,235.11,22.10,,
3699901,,Y,2460600.5,2.155,0.7121,14.30,105.23,237.13,61.65,21.40,,
3699900,,N,2460600.5,1.669,0.2347,7.95,164.12,256.97,234.16,19.62,,
3699898,,N,2460600.5,1.192,0.0816,10.82,82.62,88.01,118.94,23.74,,
3699899,,N,2456997.5,2.698,0.6617,5.54,158.40,217.42,9.75,23.20,,
3699905,,N,2460600.5,2.583,0.5279,9.35,343.39,94.48,135.99,22.40,,
3699906,,N,2460600.5,2.725,0.5464,23.83,261.98,274.23,47.55,18.16,,
54211782,,N,2459396.5,1.803,0.3430,29.15,278.62,42.31,317.82,20.26,,
3699951,,N,2460600.5,1.04,0.3677,6.02,284.98,270.83,16.31,22.45,,
3699952,,N,2460600.5,1.695,0.2669,25.61,237.70,242.07,144.79,21.74,,
3701707,,N,2456994.5,1.863,0.4685,5.08,41.31,62.08,348.63,25.30,,
3701708,,N,2456997.5,2.704,0.5220,13.76,345.95,75.45,2.77,22.50,,
3701710,,N,2460600.5,1.11,0.2217,28.40,234.35,102.28,254.90,20.34,,
54181792,,N,2460600.5,1.424,0.3748,12.41,55.79,67.34,265.75,25.05,,
54181771,,,2459400.5,1.409,0.2750,17.21,36.68,65.45,320.11,25.73,,
54181773,,,2459400.5,1.921,0.4512,4.80,339.75,69.47,177.94,25.04,,
